t_utc,t_unix,t_sclk_cor,t_tid,tid,orbit,focusmode,alt,lst,long,lat,sza,mass,species,cps_dt_bkd,abundance,precision,quality
2025-11-15T01:06:22,1763168782.777373,816440350.301373,3928.309551,63116,24808,csn,4.556398e+02,2.243913e+01,-1.543605e+02,4.753348e+01,1.250259e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:24,1763168784.777367,816440352.301367,3930.309551,63116,24808,csn,4.541850e+02,2.244304e+01,-1.543047e+02,4.742949e+01,1.251360e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:26,1763168786.777363,816440354.301363,3932.309551,63116,24808,csn,4.527335e+02,2.244742e+01,-1.542492e+02,4.732538e+01,1.252487e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:28,1763168788.777359,816440356.301359,3934.309551,63116,24808,csn,4.512852e+02,2.245183e+01,-1.541938e+02,4.722116e+01,1.253616e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:30,1763168790.777355,816440358.301355,3936.309551,63116,24808,csn,4.498403e+02,2.245597e+01,-1.541386e+02,4.711682e+01,1.254734e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:32,1763168792.777351,816440360.301351,3938.309551,63116,24808,csn,4.483986e+02,2.246022e+01,-1.540836e+02,4.701237e+01,1.255859e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:34,1763168794.777347,816440362.301347,3940.309551,63116,24808,csn,4.469602e+02,2.246445e+01,-1.540288e+02,4.690779e+01,1.256984e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:36,1763168796.777343,816440364.301343,3942.309551,63116,24808,csn,4.455252e+02,2.246858e+01,-1.539743e+02,4.680311e+01,1.258106e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:38,1763168798.777339,816440366.301339,3944.309551,63116,24808,csn,4.440934e+02,2.247279e+01,-1.539199e+02,4.669831e+01,1.259233e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:40,1763168800.777334,816440368.301334,3946.309551,63116,24808,csn,4.426650e+02,2.247673e+01,-1.538657e+02,4.659339e+01,1.260348e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:42,1763168802.777330,816440370.301330,3948.309551,63116,24808,csn,4.412399e+02,2.248086e+01,-1.538117e+02,4.648836e+01,1.261474e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:44,1763168804.777326,816440372.301326,3950.309551,63116,24808,csn,4.398181e+02,2.248507e+01,-1.537579e+02,4.638322e+01,1.262606e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:46,1763168806.777322,816440374.301322,3952.309551,63116,24808,csn,4.383997e+02,2.248932e+01,-1.537043e+02,4.627796e+01,1.263741e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:48,1763168808.777318,816440376.301318,3954.309551,63116,24808,csn,4.369846e+02,2.249336e+01,-1.536508e+02,4.617258e+01,1.264867e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:50,1763168810.777314,816440378.301314,3956.309551,63116,24808,csn,4.355729e+02,2.249730e+01,-1.535976e+02,4.606710e+01,1.265989e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:52,1763168812.777309,816440380.301309,3958.309551,63116,24808,csn,4.341646e+02,2.250158e+01,-1.535446e+02,4.596150e+01,1.267130e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:54,1763168814.777305,816440382.301305,3960.309551,63116,24808,csn,4.327597e+02,2.250560e+01,-1.534917e+02,4.585578e+01,1.268260e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:56,1763168816.777301,816440384.301301,3962.309551,63116,24808,csn,4.313581e+02,2.250965e+01,-1.534390e+02,4.574996e+01,1.269392e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:06:58,1763168818.777297,816440386.301297,3964.309551,63116,24808,csn,4.299600e+02,2.251360e+01,-1.533865e+02,4.564402e+01,1.270521e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:00,1763168820.777293,816440388.301293,3966.309551,63116,24808,csn,4.285653e+02,2.251760e+01,-1.533342e+02,4.553797e+01,1.271654e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:02,1763168822.777288,816440390.301288,3968.309551,63116,24808,csn,4.271739e+02,2.252158e+01,-1.532821e+02,4.543181e+01,1.272787e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:04,1763168824.777285,816440392.301285,3970.309551,63116,24808,csn,4.257860e+02,2.252578e+01,-1.532302e+02,4.532553e+01,1.273933e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:06,1763168826.777281,816440394.301281,3972.309551,63116,24808,csn,4.244015e+02,2.252954e+01,-1.531784e+02,4.521915e+01,1.275058e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:08,1763168828.777276,816440396.301276,3974.309551,63116,24808,csn,4.230205e+02,2.253363e+01,-1.531268e+02,4.511265e+01,1.276201e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:10,1763168830.777272,816440398.301272,3976.309551,63116,24808,csn,4.216429e+02,2.253762e+01,-1.530754e+02,4.500604e+01,1.277341e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:12,1763168832.777268,816440400.301268,3978.309551,63116,24808,csn,4.202688e+02,2.254154e+01,-1.530242e+02,4.489933e+01,1.278478e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:14,1763168834.777263,816440402.301264,3980.309551,63116,24808,csn,4.188982e+02,2.254562e+01,-1.529732e+02,4.479250e+01,1.279625e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:16,1763168836.777259,816440404.301259,3982.309551,63116,24808,csn,4.175310e+02,2.254944e+01,-1.529223e+02,4.468556e+01,1.280760e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:18,1763168838.777255,816440406.301255,3984.309551,63116,24808,csn,4.161673e+02,2.255328e+01,-1.528716e+02,4.457851e+01,1.281897e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:20,1763168840.777251,816440408.301251,3986.309551,63116,24808,csn,4.148071e+02,2.255736e+01,-1.528211e+02,4.447135e+01,1.283049e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:22,1763168842.777247,816440410.301247,3988.309551,63116,24808,csn,4.134504e+02,2.256118e+01,-1.527707e+02,4.436408e+01,1.284188e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:24,1763168844.777243,816440412.301243,3990.309551,63116,24808,csn,4.120972e+02,2.256496e+01,-1.527205e+02,4.425671e+01,1.285327e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:26,1763168846.777239,816440414.301239,3992.309551,63116,24808,csn,4.107475e+02,2.256905e+01,-1.526705e+02,4.414922e+01,1.286483e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:28,1763168848.777235,816440416.301235,3994.309551,63116,24808,csn,4.094013e+02,2.257283e+01,-1.526207e+02,4.404163e+01,1.287624e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:30,1763168850.777231,816440418.301230,3996.309551,63116,24808,csn,4.080587e+02,2.257668e+01,-1.525710e+02,4.393392e+01,1.288771e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:32,1763168852.777226,816440420.301226,3998.309551,63116,24808,csn,4.067196e+02,2.258049e+01,-1.525215e+02,4.382611e+01,1.289916e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:34,1763168854.777222,816440422.301222,4000.309551,63116,24808,csn,4.053841e+02,2.258429e+01,-1.524722e+02,4.371819e+01,1.291063e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:36,1763168856.777218,816440424.301218,4002.309551,63116,24808,csn,4.040521e+02,2.258807e+01,-1.524230e+02,4.361017e+01,1.292210e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:38,1763168858.777214,816440426.301214,4004.309551,63116,24808,csn,4.027237e+02,2.259189e+01,-1.523740e+02,4.350204e+01,1.293361e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:40,1763168860.777210,816440428.301210,4006.309551,63116,24808,csn,4.013988e+02,2.259568e+01,-1.523251e+02,4.339379e+01,1.294511e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:42,1763168862.777205,816440430.301205,4008.309551,63116,24808,csn,4.000776e+02,2.259953e+01,-1.522764e+02,4.328545e+01,1.295665e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:44,1763168864.777201,816440432.301201,4010.309551,63116,24808,csn,3.987599e+02,2.260335e+01,-1.522279e+02,4.317699e+01,1.296820e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:46,1763168866.777197,816440434.301197,4012.309551,63116,24808,csn,3.974458e+02,2.260713e+01,-1.521795e+02,4.306843e+01,1.297974e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:48,1763168868.777193,816440436.301193,4014.309551,63116,24808,csn,3.961354e+02,2.261095e+01,-1.521313e+02,4.295977e+01,1.299131e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:50,1763168870.777188,816440438.301188,4016.309551,63116,24808,csn,3.948286e+02,2.261450e+01,-1.520833e+02,4.285100e+01,1.300276e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:52,1763168872.777184,816440440.301184,4018.309551,63116,24808,csn,3.935253e+02,2.261826e+01,-1.520354e+02,4.274212e+01,1.301433e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:54,1763168874.777180,816440442.301180,4020.309551,63116,24808,csn,3.922258e+02,2.262213e+01,-1.519877e+02,4.263314e+01,1.302596e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:56,1763168876.777176,816440444.301176,4022.309551,63116,24808,csn,3.909298e+02,2.262565e+01,-1.519401e+02,4.252405e+01,1.303743e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:07:58,1763168878.777172,816440446.301172,4024.309551,63116,24808,csn,3.896375e+02,2.262943e+01,-1.518927e+02,4.241486e+01,1.304905e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:00,1763168880.777168,816440448.301168,4026.309551,63116,24808,csn,3.883489e+02,2.263324e+01,-1.518454e+02,4.230556e+01,1.306070e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:02,1763168882.777164,816440450.301164,4028.309551,63116,24808,csn,3.870640e+02,2.263673e+01,-1.517983e+02,4.219616e+01,1.307220e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:04,1763168884.777160,816440452.301160,4030.309551,63116,24808,csn,3.857827e+02,2.264058e+01,-1.517514e+02,4.208666e+01,1.308389e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:06,1763168886.777156,816440454.301156,4032.309551,63116,24808,csn,3.845050e+02,2.264412e+01,-1.517046e+02,4.197705e+01,1.309544e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:08,1763168888.777151,816440456.301151,4034.309551,63116,24808,csn,3.832311e+02,2.264788e+01,-1.516579e+02,4.186734e+01,1.310711e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:10,1763168890.777147,816440458.301147,4036.309551,63116,24808,csn,3.819609e+02,2.265145e+01,-1.516114e+02,4.175753e+01,1.311870e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:12,1763168892.777143,816440460.301142,4038.309551,63116,24808,csn,3.806944e+02,2.265495e+01,-1.515650e+02,4.164761e+01,1.313027e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:14,1763168894.777139,816440462.301139,4040.309551,63116,24808,csn,3.794316e+02,2.265870e+01,-1.515188e+02,4.153759e+01,1.314198e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:16,1763168896.777134,816440464.301135,4042.309551,63116,24808,csn,3.781725e+02,2.266233e+01,-1.514728e+02,4.142747e+01,1.315363e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:18,1763168898.777130,816440466.301130,4044.309551,63116,24808,csn,3.769172e+02,2.266584e+01,-1.514269e+02,4.131725e+01,1.316524e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:20,1763168900.777126,816440468.301126,4046.309551,63116,24808,csn,3.756656e+02,2.266957e+01,-1.513811e+02,4.120692e+01,1.317698e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:22,1763168902.777122,816440470.301122,4048.309551,63116,24808,csn,3.744178e+02,2.267318e+01,-1.513355e+02,4.109649e+01,1.318867e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:24,1763168904.777118,816440472.301118,4050.309551,63116,24808,csn,3.731737e+02,2.267664e+01,-1.512900e+02,4.098597e+01,1.320029e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:26,1763168906.777114,816440474.301114,4052.309551,63116,24808,csn,3.719334e+02,2.268024e+01,-1.512447e+02,4.087534e+01,1.321199e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:28,1763168908.777110,816440476.301110,4054.309551,63116,24808,csn,3.706968e+02,2.268381e+01,-1.511995e+02,4.076461e+01,1.322369e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:30,1763168910.777106,816440478.301105,4056.309551,63116,24808,csn,3.694640e+02,2.268723e+01,-1.511544e+02,4.065378e+01,1.323533e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:32,1763168912.777102,816440480.301102,4058.309551,63116,24808,csn,3.682351e+02,2.269086e+01,-1.511095e+02,4.054285e+01,1.324710e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:34,1763168914.777097,816440482.301097,4060.309551,63116,24808,csn,3.670099e+02,2.269433e+01,-1.510647e+02,4.043182e+01,1.325879e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:36,1763168916.777093,816440484.301093,4062.309551,63116,24808,csn,3.657885e+02,2.269787e+01,-1.510201e+02,4.032069e+01,1.327053e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:38,1763168918.777089,816440486.301089,4064.309551,63116,24808,csn,3.645709e+02,2.270151e+01,-1.509756e+02,4.020946e+01,1.328232e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:40,1763168920.777085,816440488.301084,4066.309551,63116,24808,csn,3.633572e+02,2.270493e+01,-1.509312e+02,4.009813e+01,1.329403e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:42,1763168922.777080,816440490.301080,4068.309551,63116,24808,csn,3.621473e+02,2.270837e+01,-1.508870e+02,3.998671e+01,1.330575e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:44,1763168924.777076,816440492.301076,4070.309551,63116,24808,csn,3.609412e+02,2.271177e+01,-1.508429e+02,3.987518e+01,1.331747e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:46,1763168926.777072,816440494.301072,4072.309551,63116,24808,csn,3.597390e+02,2.271549e+01,-1.507990e+02,3.976356e+01,1.332936e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:48,1763168928.777068,816440496.301068,4074.309551,63116,24808,csn,3.585406e+02,2.271889e+01,-1.507552e+02,3.965184e+01,1.334110e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:50,1763168930.777064,816440498.301064,4076.309551,63116,24808,csn,3.573461e+02,2.272233e+01,-1.507115e+02,3.954002e+01,1.335287e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:52,1763168932.777060,816440500.301060,4078.309551,63116,24808,csn,3.561555e+02,2.272577e+01,-1.506679e+02,3.942810e+01,1.336465e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:54,1763168934.777056,816440502.301056,4080.309551,63116,24808,csn,3.549687e+02,2.272921e+01,-1.506245e+02,3.931609e+01,1.337645e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:56,1763168936.777052,816440504.301052,4082.309551,63116,24808,csn,3.537858e+02,2.273264e+01,-1.505812e+02,3.920398e+01,1.338825e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:08:58,1763168938.777047,816440506.301047,4084.309551,63116,24808,csn,3.526069e+02,2.273602e+01,-1.505381e+02,3.909177e+01,1.340004e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:00,1763168940.777043,816440508.301043,4086.309551,63116,24808,csn,3.514318e+02,2.273947e+01,-1.504951e+02,3.897947e+01,1.341188e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:02,1763168942.777038,816440510.301039,4088.309551,63116,24808,csn,3.502606e+02,2.274289e+01,-1.504522e+02,3.886707e+01,1.342371e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:04,1763168944.777034,816440512.301034,4090.309551,63116,24808,csn,3.490934e+02,2.274616e+01,-1.504094e+02,3.875458e+01,1.343547e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:06,1763168946.777030,816440514.301030,4092.309551,63116,24808,csn,3.479301e+02,2.274948e+01,-1.503668e+02,3.864199e+01,1.344728e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:08,1763168948.777026,816440516.301026,4094.309551,63116,24808,csn,3.467707e+02,2.275290e+01,-1.503243e+02,3.852930e+01,1.345915e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:10,1763168950.777022,816440518.301022,4096.309551,63116,24808,csn,3.456152e+02,2.275630e+01,-1.502819e+02,3.841652e+01,1.347102e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:12,1763168952.777018,816440520.301018,4098.309551,63116,24808,csn,3.444637e+02,2.275974e+01,-1.502396e+02,3.830365e+01,1.348292e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:14,1763168954.777014,816440522.301014,4100.309551,63116,24808,csn,3.433162e+02,2.276281e+01,-1.501975e+02,3.819068e+01,1.349464e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:16,1763168956.777009,816440524.301009,4102.309551,63116,24808,csn,3.421726e+02,2.276673e+01,-1.501555e+02,3.807762e+01,1.350682e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:18,1763168958.777006,816440526.301009,4104.309551,63116,24808,csn,3.410331e+02,2.276841e+01,-1.501136e+02,3.796447e+01,1.351783e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:20,1763168960.777001,816440528.301002,4106.309551,63116,24808,csn,3.398975e+02,2.277261e+01,-1.500718e+02,3.785121e+01,1.353017e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:22,1763168962.776997,816440530.300996,4108.309551,63116,24808,csn,3.387658e+02,2.277654e+01,-1.500302e+02,3.773787e+01,1.354240e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:24,1763168964.776993,816440532.300993,4110.309551,63116,24808,csn,3.376382e+02,2.277966e+01,-1.499886e+02,3.762443e+01,1.355420e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:26,1763168966.776989,816440534.300989,4112.309551,63116,24808,csn,3.365146e+02,2.278302e+01,-1.499472e+02,3.751090e+01,1.356614e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:28,1763168968.776985,816440536.300985,4114.309551,63116,24808,csn,3.353950e+02,2.278626e+01,-1.499059e+02,3.739728e+01,1.357803e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:30,1763168970.776981,816440538.300981,4116.309551,63116,24808,csn,3.342794e+02,2.278939e+01,-1.498648e+02,3.728357e+01,1.358987e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:32,1763168972.776977,816440540.300977,4118.309551,63116,24808,csn,3.331678e+02,2.279289e+01,-1.498237e+02,3.716977e+01,1.360192e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:34,1763168974.776973,816440542.300973,4120.309551,63116,24808,csn,3.320603e+02,2.279607e+01,-1.497828e+02,3.705587e+01,1.361381e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:36,1763168976.776968,816440544.300968,4122.309551,63116,24808,csn,3.309569e+02,2.279936e+01,-1.497420e+02,3.694188e+01,1.362577e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:38,1763168978.776963,816440546.300963,4124.309551,63116,24808,csn,3.298574e+02,2.280256e+01,-1.497013e+02,3.682780e+01,1.363769e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:40,1763168980.776959,816440548.300959,4126.309551,63116,24808,csn,3.287621e+02,2.280574e+01,-1.496607e+02,3.671363e+01,1.364962e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:42,1763168982.776955,816440550.300955,4128.309551,63116,24808,csn,3.276708e+02,2.280909e+01,-1.496203e+02,3.659938e+01,1.366164e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:44,1763168984.776951,816440552.300951,4130.309551,63116,24808,csn,3.265836e+02,2.281232e+01,-1.495799e+02,3.648503e+01,1.367361e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:46,1763168986.776947,816440554.300947,4132.309551,63116,24808,csn,3.255005e+02,2.281548e+01,-1.495397e+02,3.637059e+01,1.368555e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:48,1763168988.776943,816440556.300943,4134.309551,63116,24808,csn,3.244214e+02,2.281876e+01,-1.494995e+02,3.625606e+01,1.369757e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:50,1763168990.776939,816440558.300939,4136.309551,63116,24808,csn,3.233465e+02,2.282202e+01,-1.494595e+02,3.614144e+01,1.370960e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:52,1763168992.776935,816440560.300935,4138.309551,63116,24808,csn,3.222756e+02,2.282515e+01,-1.494196e+02,3.602674e+01,1.372156e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:54,1763168994.776931,816440562.300931,4140.309551,63116,24808,csn,3.212089e+02,2.282834e+01,-1.493798e+02,3.591194e+01,1.373356e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:56,1763168996.776926,816440564.300926,4142.309551,63116,24808,csn,3.201463e+02,2.283152e+01,-1.493402e+02,3.579706e+01,1.374557e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:09:58,1763168998.776922,816440566.300922,4144.309551,63116,24808,csn,3.190879e+02,2.283464e+01,-1.493006e+02,3.568209e+01,1.375756e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:00,1763169000.776918,816440568.300918,4146.309551,63116,24808,csn,3.180335e+02,2.283791e+01,-1.492611e+02,3.556703e+01,1.376964e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:02,1763169002.776914,816440570.300914,4148.309551,63116,24808,csn,3.169833e+02,2.284092e+01,-1.492218e+02,3.545188e+01,1.378159e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:04,1763169004.776910,816440572.300910,4150.309551,63116,24808,csn,3.159373e+02,2.284428e+01,-1.491825e+02,3.533665e+01,1.379374e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:06,1763169006.776905,816440574.300905,4152.309551,63116,24808,csn,3.148954e+02,2.284732e+01,-1.491434e+02,3.522133e+01,1.380573e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:08,1763169008.776901,816440576.300902,4154.309551,63116,24808,csn,3.138577e+02,2.285037e+01,-1.491044e+02,3.510592e+01,1.381773e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:10,1763169010.776897,816440578.300897,4156.309551,63116,24808,csn,3.128242e+02,2.285369e+01,-1.490655e+02,3.499043e+01,1.382989e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:12,1763169012.776893,816440580.300893,4158.309551,63116,24808,csn,3.117948e+02,2.285669e+01,-1.490266e+02,3.487485e+01,1.384189e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:14,1763169014.776889,816440582.300889,4160.309551,63116,24808,csn,3.107697e+02,2.285972e+01,-1.489879e+02,3.475919e+01,1.385391e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:16,1763169016.776885,816440584.300885,4162.309551,63116,24808,csn,3.097487e+02,2.286298e+01,-1.489493e+02,3.464344e+01,1.386606e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:18,1763169018.776881,816440586.300880,4164.309551,63116,24808,csn,3.087319e+02,2.286617e+01,-1.489108e+02,3.452760e+01,1.387819e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:20,1763169020.776877,816440588.300877,4166.309551,63116,24808,csn,3.077194e+02,2.286920e+01,-1.488724e+02,3.441168e+01,1.389025e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:22,1763169022.776873,816440590.300873,4168.309551,63116,24808,csn,3.067110e+02,2.287222e+01,-1.488341e+02,3.429568e+01,1.390230e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:24,1763169024.776868,816440592.300868,4170.309551,63116,24808,csn,3.057069e+02,2.287528e+01,-1.487959e+02,3.417959e+01,1.391439e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:26,1763169026.776865,816440594.300864,4172.309551,63116,24808,csn,3.047071e+02,2.287828e+01,-1.487578e+02,3.406342e+01,1.392646e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:28,1763169028.776860,816440596.300859,4174.309551,63116,24808,csn,3.037114e+02,2.288161e+01,-1.487198e+02,3.394717e+01,1.393872e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:30,1763169030.776855,816440598.300856,4176.309551,63116,24808,csn,3.027200e+02,2.288471e+01,-1.486819e+02,3.383083e+01,1.395086e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:32,1763169032.776851,816440600.300851,4178.309551,63116,24808,csn,3.017329e+02,2.288777e+01,-1.486441e+02,3.371441e+01,1.396299e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:34,1763169034.776847,816440602.300847,4180.309551,63116,24808,csn,3.007500e+02,2.289076e+01,-1.486065e+02,3.359791e+01,1.397509e+02,40,Ar,0.000000,0.000000,0.000000,IU
2025-11-15T01:10:36,1763169036.776843,816440604.300843,4182.309551,63116,24808,csn,2.997715e+02,2.289384e+01,-1.485689e+02,3.348132e+01,1.398725e+02,40,Ar,0.000000,0.000000,0.000000,IU
