t_utc,t_unix,t_sclk,t_tid,tid,orbit,focusmode,alt,mass,species,density_bins,quality
2015-02-11T21:56:50,1423691809.953621,476963787.840686,4900.353335,14934,717,csn,3.230733e+02,28,N2,7.700000,IV
2015-02-11T21:56:44,1423691803.953294,476963781.840089,4894.353335,14934,717,csn,3.275020e+02,28,N2,7.800000,IV
2015-02-11T21:56:38,1423691797.952273,476963775.839493,4888.353335,14934,717,csn,3.327271e+02,28,N2,7.900000,IV
2015-02-11T21:56:30,1423691789.952303,476963767.838698,4880.353335,14934,717,csn,3.492659e+02,28,N2,8.000000,IV
2015-02-11T21:56:20,1423691779.950583,476963757.837704,4870.353335,14934,717,csn,3.519221e+02,28,N2,8.100000,IV
2015-02-11T21:55:52,1423691751.948324,476963729.834920,4842.353335,14934,717,csn,3.677341e+02,28,N2,8.200000,IV
2015-02-11T21:55:46,1423691745.947353,476963723.834325,4836.353335,14934,717,csn,3.717722e+02,28,N2,8.300000,IV
2015-02-11T21:55:42,1423691741.947442,476963719.833927,4832.353335,14934,717,csn,3.807757e+02,28,N2,8.400000,IV
2015-02-11T21:55:24,1423691723.945285,476963701.832138,4814.353335,14934,717,csn,3.940924e+02,28,N2,8.500000,IV
2015-02-11T21:55:10,1423691709.943487,476963687.830747,4800.353335,14934,717,csn,4.017057e+02,28,N2,8.600000,IV
2015-02-11T21:55:06,1423691705.943375,476963683.830349,4796.353335,14934,717,csn,4.163888e+02,28,N2,8.700000,IV
2015-02-11T21:54:36,1423691675.940392,476963653.827367,4766.353335,14934,717,csn,4.412078e+02,28,N2,8.800000,IV
2015-02-11T21:54:28,1423691667.939291,476963645.826572,4758.353335,14934,717,csn,4.603802e+02,28,N2,8.900000,IV
2015-02-11T21:53:42,1423691621.935187,476963599.822000,4712.353335,14934,717,csn,4.827317e+02,28,N2,9.000000,IV
2015-02-11T21:53:34,1423691613.934459,476963591.821205,4704.353335,14934,717,csn,4.951336e+02,28,N2,9.100000,IV
2015-02-11T21:53:26,1423691605.933439,476963583.820409,4696.353335,14934,717,csn,5.097490e+02,28,N2,9.200000,IV
2015-02-11T21:53:00,1423691579.930696,476963557.817825,4670.353335,14934,717,csn,5.243347e+02,28,N2,9.300000,IV
2015-02-11T21:58:32,1423691911.964356,476963889.850823,5002.353335,14934,717,csn,2.579595e+02,28,CO,3.000000,IU
2015-02-11T21:58:38,1423691917.964735,476963895.851420,5008.353335,14934,717,csn,2.513597e+02,28,CO,3.100000,IU
2015-02-11T21:58:42,1423691921.965237,476963899.851817,5012.353335,14934,717,csn,2.484200e+02,28,CO,3.200000,IU
2015-02-11T21:58:48,1423691927.965368,476963905.852414,5018.353335,14934,717,csn,2.455175e+02,28,CO,3.300000,IU
2015-02-11T21:58:56,1423691935.966204,476963913.853209,5026.353335,14934,717,csn,2.415131e+02,28,CO,3.400000,IU
2015-02-11T21:59:12,1423691951.968211,476963929.854798,5042.353335,14934,717,csn,2.348182e+02,28,CO,3.500000,IU
2015-02-11T21:59:20,1423691959.969182,476963937.855595,5050.353335,14934,717,csn,2.283057e+02,28,CO,3.600000,IU
2015-02-11T21:59:24,1423691963.969202,476963941.855992,5054.353335,14934,717,csn,2.251298e+02,28,CO,3.700000,IU
2015-02-11T21:59:28,1423691967.969158,476963945.856389,5058.353335,14934,717,csn,2.230433e+02,28,CO,3.800000,IU
2015-02-11T21:59:34,1423691973.970158,476963951.856986,5064.353335,14934,717,csn,2.204691e+02,28,CO,3.900000,IU
2015-02-11T21:59:38,1423691977.970819,476963955.857384,5068.353335,14934,717,csn,2.179288e+02,28,CO,4.000000,IU
2015-02-11T21:59:46,1423691985.971093,476963963.858178,5076.353335,14934,717,csn,2.149330e+02,28,CO,4.100000,IU
2015-02-11T21:59:54,1423691993.972187,476963971.858974,5084.353335,14934,717,csn,2.110168e+02,28,CO,4.200000,IU
2015-02-11T22:00:34,1423692033.976116,476964011.862949,5124.353335,14934,717,csn,1.999318e+02,28,CO,4.300000,IU
2015-02-11T22:00:36,1423692035.976147,476964013.863147,5126.353335,14934,717,csn,1.907557e+02,28,CO,4.400000,IU
2015-02-11T22:00:40,1423692039.977013,476964017.863546,5130.353335,14934,717,csn,1.895141e+02,28,CO,4.500000,IU
2015-02-11T22:00:44,1423692043.977022,476964021.863943,5134.353335,14934,717,csn,1.878790e+02,28,CO,4.600000,IU
2015-02-11T22:00:56,1423692055.978391,476964033.865136,5146.353335,14934,717,csn,1.846899e+02,28,CO,4.700000,IU
2015-02-11T22:01:06,1423692065.979041,476964043.866129,5156.353335,14934,717,csn,1.804508e+02,28,CO,4.800000,IU
2015-02-11T22:01:14,1423692073.980050,476964051.866925,5164.353335,14934,717,csn,1.771206e+02,28,CO,4.900000,IU
2015-02-11T22:01:20,1423692079.981253,476964057.867521,5170.353335,14934,717,csn,1.746168e+02,28,CO,5.000000,IU
2015-02-11T22:01:24,1423692083.981002,476964061.867918,5174.353335,14934,717,csn,1.728749e+02,28,CO,5.100000,IU
2015-02-11T22:01:32,1423692091.982117,476964069.868713,5182.353335,14934,717,csn,1.708404e+02,28,CO,5.200000,IU
2015-02-11T22:01:52,1423692111.984106,476964089.870702,5202.353335,14934,717,csn,1.663262e+02,28,CO,5.300000,IU
2015-02-11T22:02:00,1423692119.985166,476964097.871497,5210.353335,14934,717,csn,1.620750e+02,28,CO,5.400000,IU
2015-02-11T22:02:06,1423692125.985008,476964103.872093,5216.353335,14934,717,csn,1.600742e+02,28,CO,5.500000,IU
2015-02-11T22:02:14,1423692133.985991,476964111.872889,5224.353335,14934,717,csn,1.581544e+02,28,CO,5.600000,IU
2015-02-11T22:02:26,1423692145.987502,476964123.874081,5236.353335,14934,717,csn,1.555490e+02,28,CO,5.700000,IU
2015-02-11T22:02:36,1423692155.987997,476964133.875075,5246.353335,14934,717,csn,1.528578e+02,28,CO,5.800000,IU
2015-02-11T22:02:44,1423692163.988964,476964141.875870,5254.353335,14934,717,csn,1.507993e+02,28,CO,5.900000,IU
2015-02-11T22:02:54,1423692173.989976,476964151.876864,5264.353335,14934,717,csn,1.488749e+02,28,CO,6.000000,IU
2015-02-11T22:03:02,1423692181.991070,476964159.877659,5272.353335,14934,717,csn,1.470754e+02,28,CO,6.100000,IU
2015-02-11T22:03:12,1423692191.992123,476964169.878653,5282.353335,14934,717,csn,1.454107e+02,28,CO,6.200000,IU
2015-02-11T22:03:26,1423692205.993587,476964183.880044,5296.353335,14934,717,csn,1.433970e+02,28,CO,6.300000,IU
2015-02-11T22:03:38,1423692217.994586,476964195.881237,5308.353335,14934,717,csn,1.414668e+02,28,CO,6.400000,IU
2015-02-11T22:03:42,1423692221.995088,476964199.881634,5312.353335,14934,717,csn,1.404082e+02,28,CO,6.500000,IU
2015-02-11T22:04:52,1423692292.001906,476964269.888592,5382.353335,14934,717,csn,1.386121e+02,28,CO,6.600000,IU
2015-02-11T22:04:56,1423692296.002696,476964273.888990,5386.353335,14934,717,csn,1.365323e+02,28,CO,6.700000,IU
2015-02-11T22:04:36,1423692275.999994,476964253.887002,5366.353335,14934,717,csn,1.368822e+02,28,CO,6.800000,IU
2015-02-11T21:58:48,1423691927.965368,476963905.852414,5018.353335,14934,717,csn,2.443640e+02,28,CO,6.900000,IU
2015-02-11T21:58:46,1423691925.965144,476963903.852215,5016.353335,14934,717,csn,2.472571e+02,28,CO,7.000000,IU
2015-02-11T21:58:38,1423691917.964735,476963895.851420,5008.353335,14934,717,csn,2.513597e+02,28,CO,7.100000,IU
2015-02-11T21:58:32,1423691911.964356,476963889.850823,5002.353335,14934,717,csn,2.555338e+02,28,CO,7.200000,IU
2015-02-11T21:58:24,1423691903.963234,476963881.850028,4994.353335,14934,717,csn,2.591614e+02,28,CO,7.300000,IU
2015-02-11T21:58:20,1423691899.963139,476963877.849630,4990.353335,14934,717,csn,2.652389e+02,28,CO,7.400000,IU
2015-02-11T21:58:12,1423691891.962263,476963869.848836,4982.353335,14934,717,csn,2.727545e+02,28,CO,7.500000,IU
2015-02-11T21:57:48,1423691867.959317,476963845.846451,4958.353335,14934,717,csn,2.813175e+02,28,CO,7.600000,IU
2015-02-11T21:57:46,1423691865.959181,476963843.846251,4956.353335,14934,717,csn,2.832942e+02,28,CO,7.700000,IU
2015-02-11T21:57:42,1423691861.959221,476963839.845854,4952.353335,14934,717,csn,2.859474e+02,28,CO,7.800000,IU
2015-02-11T21:57:38,1423691857.958359,476963835.845456,4948.353335,14934,717,csn,2.886218e+02,28,CO,7.900000,IU
2015-02-11T21:57:34,1423691853.958149,476963831.845059,4944.353335,14934,717,csn,2.988806e+02,28,CO,8.000000,IU
2015-02-11T21:57:28,1423691847.957597,476963825.844463,4938.353335,14934,717,csn,3.004925e+02,28,CO,8.100000,IU
2015-02-11T21:57:06,1423691825.955245,476963803.842276,4916.353335,14934,717,csn,3.107705e+02,28,CO,8.200000,IU
2015-02-11T21:57:02,1423691821.955336,476963799.841878,4912.353335,14934,717,csn,3.129141e+02,28,CO,8.300000,IU
2015-02-11T21:57:00,1423691819.955316,476963797.841679,4910.353335,14934,717,csn,3.150704e+02,28,CO,8.400000,IU
2015-02-11T21:56:56,1423691815.954165,476963793.841282,4906.353335,14934,717,csn,3.179625e+02,28,CO,8.500000,IU
2015-02-11T21:56:52,1423691811.954351,476963789.840885,4902.353335,14934,717,csn,3.216070e+02,28,CO,8.600000,IU
2015-02-11T21:56:46,1423691805.953314,476963783.840288,4896.353335,14934,717,csn,3.260207e+02,28,CO,8.700000,IU
2015-02-11T21:56:40,1423691799.953002,476963777.839692,4890.353335,14934,717,csn,3.312284e+02,28,CO,8.800000,IU
2015-02-11T21:56:32,1423691791.952363,476963769.838896,4882.353335,14934,717,csn,3.473122e+02,28,CO,8.900000,IU
2015-02-11T21:56:24,1423691783.951392,476963761.838101,4874.353335,14934,717,csn,3.499329e+02,28,CO,9.000000,IU
2015-02-11T21:55:54,1423691753.948423,476963731.835120,4844.353335,14934,717,csn,3.653237e+02,28,CO,9.100000,IU
2015-02-11T21:55:50,1423691749.947547,476963727.834722,4840.353335,14934,717,csn,3.685386e+02,28,CO,9.200000,IU
2015-02-11T21:55:46,1423691745.947353,476963723.834325,4836.353335,14934,717,csn,3.733984e+02,28,CO,9.300000,IU
2015-02-11T21:55:38,1423691737.946271,476963715.833530,4828.353335,14934,717,csn,3.824189e+02,28,CO,9.400000,IU
2015-02-11T21:55:24,1423691723.945285,476963701.832138,4814.353335,14934,717,csn,3.932488e+02,28,CO,9.500000,IU
2015-02-11T21:55:12,1423691711.944285,476963689.830945,4802.353335,14934,717,csn,4.008553e+02,28,CO,9.600000,IU
2015-02-11T21:55:06,1423691705.943375,476963683.830349,4796.353335,14934,717,csn,4.102915e+02,28,CO,9.700000,IU
2015-02-11T21:54:50,1423691689.942212,476963667.828758,4780.353335,14934,717,csn,4.270877e+02,28,CO,9.800000,IU
2015-02-11T21:54:32,1423691671.940459,476963649.826969,4762.353335,14934,717,csn,4.499222e+02,28,CO,9.900000,IU
2015-02-11T21:54:12,1423691651.938224,476963629.824982,4742.353335,14934,717,csn,4.621866e+02,28,CO,10.000000,IU
2015-02-11T21:53:48,1423691627.935384,476963605.822596,4718.353335,14934,717,csn,4.780122e+02,28,CO,10.000000,IU
2015-02-11T21:53:38,1423691617.934371,476963595.821603,4708.353335,14934,717,csn,4.846251e+02,28,CO,9.900000,IU
2015-02-11T21:53:34,1423691613.934459,476963591.821205,4704.353335,14934,717,csn,4.893814e+02,28,CO,9.800000,IU
2015-02-11T21:53:28,1423691607.933326,476963585.820608,4698.353335,14934,717,csn,4.980072e+02,28,CO,9.700000,IU
2015-02-11T21:53:16,1423691595.932379,476963573.819416,4686.353335,14934,717,csn,5.164843e+02,28,CO,9.600000,IU
2015-02-11T21:58:40,1423691919.965323,476963897.851619,5010.353335,14934,717,csn,2.490042e+02,16,O,4.000000,IV
2015-02-11T21:58:42,1423691921.965237,476963899.851817,5012.353335,14934,717,csn,2.490070e+02,16,O,4.100000,IV
2015-02-11T21:58:50,1423691929.966166,476963907.852612,5020.353335,14934,717,csn,2.449427e+02,16,O,4.200000,IV
2015-02-11T21:59:12,1423691951.968211,476963929.854798,5042.353335,14934,717,csn,2.364891e+02,16,O,4.300000,IV
2015-02-11T21:59:20,1423691959.969182,476963937.855595,5050.353335,14934,717,csn,2.283057e+02,16,O,4.400000,IV
2015-02-11T21:59:24,1423691963.969202,476963941.855992,5054.353335,14934,717,csn,2.251298e+02,16,O,4.500000,IV
2015-02-11T21:59:34,1423691973.970158,476963951.856986,5064.353335,14934,717,csn,2.214988e+02,16,O,4.600000,IV
2015-02-11T21:59:42,1423691981.971188,476963959.857781,5072.353335,14934,717,csn,2.169263e+02,16,O,4.700000,IV
2015-02-11T22:00:02,1423692001.973315,476963979.859769,5092.353335,14934,717,csn,2.100731e+02,16,O,4.800000,IV
2015-02-11T22:00:32,1423692031.976277,476964009.862750,5122.353335,14934,717,csn,1.985510e+02,16,O,4.900000,IV
2015-02-11T22:00:36,1423692035.976147,476964013.863147,5126.353335,14934,717,csn,1.911736e+02,16,O,5.000000,IV
2015-02-11T22:00:44,1423692043.977022,476964021.863943,5134.353335,14934,717,csn,1.886966e+02,16,O,5.100000,IV
2015-02-11T22:00:56,1423692055.978391,476964033.865136,5146.353335,14934,717,csn,1.846899e+02,16,O,5.200000,IV
2015-02-11T22:01:08,1423692067.979383,476964045.866328,5158.353335,14934,717,csn,1.800777e+02,16,O,5.300000,IV
2015-02-11T22:01:14,1423692073.980050,476964051.866925,5164.353335,14934,717,csn,1.767567e+02,16,O,5.400000,IV
2015-02-11T22:01:20,1423692079.981253,476964057.867521,5170.353335,14934,717,csn,1.746168e+02,16,O,5.500000,IV
2015-02-11T22:01:36,1423692095.982024,476964073.869112,5186.353335,14934,717,csn,1.708528e+02,16,O,5.600000,IV
2015-02-11T22:01:48,1423692107.983827,476964085.870304,5198.353335,14934,717,csn,1.663095e+02,16,O,5.700000,IV
2015-02-11T22:01:56,1423692115.984462,476964093.871099,5206.353335,14934,717,csn,1.632519e+02,16,O,5.800000,IV
2015-02-11T22:02:06,1423692125.985008,476964103.872093,5216.353335,14934,717,csn,1.606416e+02,16,O,5.900000,IV
2015-02-11T22:02:20,1423692139.987224,476964117.873485,5230.353335,14934,717,csn,1.573632e+02,16,O,6.000000,IV
2015-02-11T22:02:34,1423692153.988074,476964131.874876,5244.353335,14934,717,csn,1.538195e+02,16,O,6.100000,IV
2015-02-11T22:02:46,1423692165.989171,476964143.876068,5256.353335,14934,717,csn,1.508046e+02,16,O,6.200000,IV
2015-02-11T22:02:58,1423692177.991140,476964155.877262,5268.353335,14934,717,csn,1.482644e+02,16,O,6.300000,IV
2015-02-11T22:03:10,1423692189.992152,476964167.878455,5280.353335,14934,717,csn,1.459549e+02,16,O,6.400000,IV
2015-02-11T22:03:28,1423692207.994135,476964185.880243,5298.353335,14934,717,csn,1.434056e+02,16,O,6.500000,IV
2015-02-11T22:03:42,1423692221.995088,476964199.881634,5312.353335,14934,717,csn,1.410644e+02,16,O,6.600000,IV
2015-02-11T22:04:54,1423692294.002002,476964271.888791,5384.353335,14934,717,csn,1.383290e+02,16,O,6.700000,IV
2015-02-11T22:04:56,1423692296.002696,476964273.888990,5386.353335,14934,717,csn,1.368612e+02,16,O,6.800000,IV
2015-02-11T22:04:36,1423692275.999994,476964253.887002,5366.353335,14934,717,csn,1.368822e+02,16,O,6.900000,IV
2015-02-11T22:00:00,1423691999.972905,476963977.859569,5090.353335,14934,717,csn,2.145050e+02,16,O,7.000000,IV
2015-02-11T21:59:26,1423691965.969176,476963943.856190,5056.353335,14934,717,csn,2.272538e+02,16,O,7.100000,IV
2015-02-11T21:59:10,1423691949.968308,476963927.854600,5040.353335,14934,717,csn,2.353657e+02,16,O,7.200000,IV
2015-02-11T21:58:56,1423691935.966204,476963913.853209,5026.353335,14934,717,csn,2.432293e+02,16,O,7.300000,IV
2015-02-11T21:58:42,1423691921.965237,476963899.851817,5012.353335,14934,717,csn,2.513690e+02,16,O,7.400000,IV
2015-02-11T21:58:28,1423691907.963163,476963885.850426,4998.353335,14934,717,csn,2.585577e+02,16,O,7.500000,IV
2015-02-11T21:58:18,1423691897.962344,476963875.849432,4988.353335,14934,717,csn,2.684802e+02,16,O,7.600000,IV
2015-02-11T21:57:56,1423691875.960258,476963853.847246,4966.353335,14934,717,csn,2.787070e+02,16,O,7.700000,IV
2015-02-11T21:57:46,1423691865.959181,476963843.846251,4956.353335,14934,717,csn,2.846208e+02,16,O,7.800000,IV
2015-02-11T21:57:38,1423691857.958359,476963835.845456,4948.353335,14934,717,csn,2.899696e+02,16,O,7.900000,IV
2015-02-11T21:57:30,1423691849.958324,476963827.844661,4940.353335,14934,717,csn,3.023504e+02,16,O,8.000000,IV
2015-02-11T21:57:02,1423691821.955336,476963799.841878,4912.353335,14934,717,csn,3.136320e+02,16,O,8.100000,IV
2015-02-11T21:56:58,1423691817.954571,476963795.841481,4908.353335,14934,717,csn,3.179650e+02,16,O,8.200000,IV
2015-02-11T21:56:50,1423691809.953621,476963787.840686,4900.353335,14934,717,csn,3.238097e+02,16,O,8.300000,IV
2015-02-11T21:56:42,1423691801.953407,476963779.839890,4892.353335,14934,717,csn,3.312325e+02,16,O,8.400000,IV
2015-02-11T21:56:30,1423691789.952303,476963767.838698,4880.353335,14934,717,csn,3.480715e+02,16,O,8.500000,IV
2015-02-11T21:56:22,1423691781.951345,476963759.837903,4872.353335,14934,717,csn,3.520663e+02,16,O,8.600000,IV
2015-02-11T21:55:52,1423691751.948324,476963729.834920,4842.353335,14934,717,csn,3.693493e+02,16,O,8.700000,IV
2015-02-11T21:55:42,1423691741.947442,476963719.833927,4832.353335,14934,717,csn,3.841053e+02,16,O,8.800000,IV
2015-02-11T21:55:22,1423691721.944841,476963699.831939,4812.353335,14934,717,csn,3.940913e+02,16,O,8.900000,IV
2015-02-11T21:55:10,1423691709.943487,476963687.830747,4800.353335,14934,717,csn,4.197070e+02,16,O,9.000000,IV
2015-02-11T21:54:30,1423691669.939799,476963647.826771,4760.353335,14934,717,csn,4.578820e+02,16,O,9.000000,IV
2015-02-11T21:53:42,1423691621.935187,476963599.822000,4712.353335,14934,717,csn,4.865341e+02,16,O,8.900000,IV
2015-02-11T21:53:26,1423691605.933439,476963583.820409,4696.353335,14934,717,csn,5.057536e+02,16,O,8.800000,IV
2015-02-11T21:53:02,1423691581.931452,476963559.818025,4672.353335,14934,717,csn,5.233490e+02,16,O,8.700000,IV
