t_utc,t_unix,t_sclk,t_tid,tid,orbit,focusmode,alt,lst,long,lat,sza,ion_mass,cps_dt,abundance,sensitivity,SC_potential,precision,quality
2025-11-15T01:06:34,1763168793.847353,   816440361.37,3939.379555,63116,24808,osion,4.476287e+02,2.246250e+01,-1.540543e+02,4.695643e+01,1.256461e+02,2,37.039747,0.047141,550,-3.414330e+00,0.164311,SCP
2025-11-15T01:06:46,1763168805.847328,   816440373.37,3951.379555,63116,24808,osion,4.390588e+02,2.248722e+01,-1.537292e+02,4.632692e+01,1.263207e+02,2,37.039747,0.047141,550,-3.832499e+00,0.164311,SCP
2025-11-15T01:06:49,1763168808.847322,   816440376.37,3954.379555,63116,24808,osion,4.369352e+02,2.249333e+01,-1.536490e+02,4.616889e+01,1.264898e+02,2,37.039747,0.047141,550,-3.456131e+00,0.164311,SCP
2025-11-15T01:06:58,1763168817.847303,   816440385.37,3963.379555,63116,24808,osion,4.306097e+02,2.251167e+01,-1.534109e+02,4.569330e+01,1.269991e+02,2,37.039747,0.047141,550,-3.791080e+00,0.164311,SCP
2025-11-15T01:07:03,1763168822.847293,   816440390.37,3968.379555,63116,24808,osion,4.271253e+02,2.252194e+01,-1.532803e+02,4.542809e+01,1.272838e+02,2,37.039747,0.047141,550,-3.291780e+00,0.164311,SCP
2025-11-15T01:07:06,1763168825.847287,   816440393.37,3971.379555,63116,24808,osion,4.250449e+02,2.252778e+01,-1.532025e+02,4.526863e+01,1.274534e+02,2,148.205345,0.188625,550,-2.997755e+00,0.082143,SCP
2025-11-15T01:07:15,1763168834.847267,   816440402.37,3980.379555,63116,24808,osion,4.188502e+02,2.254556e+01,-1.529714e+02,4.478876e+01,1.279655e+02,2,37.039747,0.047141,550,-2.884313e+00,0.164311,SCP
2025-11-15T01:07:21,1763168840.847255,   816440408.37,3986.379555,63116,24808,osion,4.147595e+02,2.255750e+01,-1.528193e+02,4.446760e+01,1.283089e+02,2,37.039747,0.067345,550,-3.069081e+00,0.164311,SCP
2025-11-15T01:07:30,1763168849.847236,   816440417.37,3995.379555,63116,24808,osion,4.086826e+02,2.257500e+01,-1.525941e+02,4.398402e+01,1.288243e+02,2,74.082613,0.134696,550,-3.537066e+00,0.116183,SCP
2025-11-15T01:07:50,1763168869.847194,   816440437.37,4015.379555,63116,24808,osion,3.954358e+02,2.261278e+01,-1.521056e+02,4.290159e+01,1.299740e+02,2,37.039747,0.067345,550,-4.958457e+00,0.164311,SCP
2025-11-15T01:07:53,1763168872.847188,   816440440.37,4018.379555,63116,24808,osion,3.934798e+02,2.261833e+01,-1.520337e+02,4.273831e+01,1.301470e+02,2,37.039747,0.067345,550,-4.910997e+00,0.164311,SCP
2025-11-15T01:07:56,1763168875.847182,   816440443.37,4021.379555,63116,24808,osion,3.915320e+02,2.262389e+01,-1.519622e+02,4.257479e+01,1.303204e+02,2,37.039747,0.067345,550,-4.443399e+00,0.164311,SCP
2025-11-15T01:08:13,1763168892.847147,   816440460.37,4038.379555,63116,24808,osion,3.806501e+02,2.265528e+01,-1.515634e+02,4.164376e+01,1.313078e+02,2,111.195882,0.202174,550,-5.546801e+00,0.094832,SCP
2025-11-15T01:08:16,1763168895.847141,   816440463.37,4041.379555,63116,24808,osion,3.787575e+02,2.266056e+01,-1.514942e+02,4.147869e+01,1.314817e+02,2,37.039747,0.067345,550,-6.003879e+00,0.164311,SCP
2025-11-15T01:08:28,1763168907.847116,   816440475.37,4053.379555,63116,24808,osion,3.712713e+02,2.268222e+01,-1.512205e+02,4.081611e+01,1.321829e+02,2,74.082613,0.134696,550,-7.501024e+00,0.116183,SCP
2025-11-15T01:08:46,1763168925.847078,   816440493.37,4071.379555,63116,24808,osion,3.602975e+02,2.271361e+01,-1.508194e+02,3.981547e+01,1.332375e+02,2,37.039747,0.067345,550,-7.057133e+00,0.164311,SCP
2025-11-15T01:08:49,1763168928.847072,   816440496.37,4074.379555,63116,24808,osion,3.584987e+02,2.271889e+01,-1.507536e+02,3.964792e+01,1.334144e+02,2,37.039747,0.067345,550,-7.037361e+00,0.164311,SCP
2025-11-15T01:09:03,1763168942.847042,   816440510.37,4088.379555,63116,24808,osion,3.502197e+02,2.274278e+01,-1.504507e+02,3.886314e+01,1.342400e+02,2,37.039747,0.067345,550,-7.053949e+00,0.164311,SCP
2025-11-15T01:09:06,1763168945.847036,   816440513.37,4091.379555,63116,24808,osion,3.484705e+02,2.274806e+01,-1.503866e+02,3.869435e+01,1.344185e+02,2,37.039747,0.067345,550,-7.039191e+00,0.164311,SCP
2025-11-15T01:09:09,1763168948.847030,   816440516.37,4094.379555,63116,24808,osion,3.467302e+02,2.275306e+01,-1.503228e+02,3.852536e+01,1.345958e+02,2,111.195882,0.202174,550,-7.027892e+00,0.094832,SCP
2025-11-15T01:09:18,1763168957.847011,   816440525.37,4103.379555,63116,24808,osion,3.415625e+02,2.276806e+01,-1.501330e+02,3.801709e+01,1.351293e+02,2,37.039747,0.067345,550,-7.725862e+00,0.164311,SCP
2025-11-15T01:09:27,1763168966.846993,   816440534.37,4112.379555,63116,24808,osion,3.364753e+02,2.278306e+01,-1.499458e+02,3.750693e+01,1.356651e+02,2,37.039747,0.067345,550,-6.448647e+00,0.164311,SCP
2025-11-15T01:09:30,1763168969.846987,   816440537.37,4115.379555,63116,24808,osion,3.347976e+02,2.278806e+01,-1.498839e+02,3.733646e+01,1.358443e+02,2,74.082613,0.134696,550,-7.037625e+00,0.116183,SCP
2025-11-15T01:09:33,1763168972.846980,   816440540.37,4118.379555,63116,24808,osion,3.331290e+02,2.279278e+01,-1.498223e+02,3.716578e+01,1.360222e+02,2,37.039747,0.067345,550,-7.046687e+00,0.164311,SCP
2025-11-15T01:09:36,1763168975.846973,   816440543.37,4121.379555,63116,24808,osion,3.314695e+02,2.279778e+01,-1.497610e+02,3.699490e+01,1.362018e+02,2,37.039747,0.067345,550,-7.054092e+00,0.164311,SCP
2025-11-15T01:09:47,1763168986.846951,   816440554.37,4132.379555,63116,24808,osion,3.254626e+02,2.281556e+01,-1.495383e+02,3.636658e+01,1.368596e+02,2,74.082613,0.134696,550,-3.393364e+00,0.116183,SCP
2025-11-15T01:09:53,1763168992.846938,   816440560.37,4138.379555,63116,24808,osion,3.222382e+02,2.282528e+01,-1.494182e+02,3.602272e+01,1.372199e+02,2,37.039747,0.067345,550,-3.846024e+00,0.164311,SCP
2025-11-15T01:09:59,1763168998.846926,   816440566.37,4144.379555,63116,24808,osion,3.190509e+02,2.283472e+01,-1.492992e+02,3.567806e+01,1.375797e+02,2,37.039747,0.067345,550,-4.619312e+00,0.164311,SCP
2025-11-15T01:10:08,1763169007.846907,   816440575.37,4153.379555,63116,24808,osion,3.143397e+02,2.284889e+01,-1.491225e+02,3.515960e+01,1.381211e+02,2,37.039747,0.067345,550,-4.892645e+00,0.164311,SCP
2025-11-15T01:10:14,1763169013.846895,   816440581.37,4159.379555,63116,24808,osion,3.112458e+02,2.285833e+01,-1.490059e+02,3.481298e+01,1.384833e+02,2,111.195882,0.202174,550,-4.906593e+00,0.094832,SCP
2025-11-15T01:10:19,1763169018.846885,   816440586.37,4164.379555,63116,24808,osion,3.086964e+02,2.286611e+01,-1.489095e+02,3.452355e+01,1.387853e+02,2,37.039747,0.067345,550,-4.949215e+00,0.164311,SCP
2025-11-15T01:10:22,1763169021.846878,   816440589.37,4167.379555,63116,24808,osion,3.071794e+02,2.287083e+01,-1.488519e+02,3.434963e+01,1.389671e+02,2,185.254347,0.336826,550,-4.942364e+00,0.073471,SCP
2025-11-15T01:10:25,1763169024.846872,   816440592.37,4170.379555,63116,24808,osion,3.056719e+02,2.287556e+01,-1.487946e+02,3.417553e+01,1.391491e+02,2,148.205345,0.269464,550,-4.936847e+00,0.082143,SCP
2025-11-15T01:10:28,1763169027.846865,   816440595.37,4173.379555,63116,24808,osion,3.041739e+02,2.288000e+01,-1.487375e+02,3.400124e+01,1.393298e+02,2,111.195882,0.202174,550,-4.795261e+00,0.094832,SCP
2025-11-15T01:10:31,1763169030.846859,   816440598.37,4176.379555,63116,24808,osion,3.026854e+02,2.288472e+01,-1.486806e+02,3.382676e+01,1.395123e+02,2,74.082613,0.134696,550,-4.088070e+00,0.116183,SCP
2025-11-15T01:10:34,1763169033.846853,   816440601.37,4179.379555,63116,24808,osion,3.012065e+02,2.288917e+01,-1.486240e+02,3.365209e+01,1.396935e+02,2,37.039747,0.067345,550,-3.122254e+00,0.164311,SCP
2025-11-15T01:10:37,1763169036.846847,   816440604.37,4182.379555,63116,24808,osion,2.997373e+02,2.289389e+01,-1.485675e+02,3.347724e+01,1.398764e+02,2,74.082613,0.134696,550,-2.427999e+00,0.116183,SCP
2025-11-15T01:10:40,1763169039.846841,   816440607.37,4185.379555,63116,24808,osion,2.982776e+02,2.289833e+01,-1.485113e+02,3.330220e+01,1.400580e+02,2,111.195882,0.202174,550,-2.192808e+00,0.094832,SCP
2025-11-15T01:10:43,1763169042.846834,   816440610.37,4188.379555,63116,24808,osion,2.968276e+02,2.290306e+01,-1.484553e+02,3.312698e+01,1.402414e+02,2,111.195882,0.202174,550,-1.986073e+00,0.094832,SCP
2025-11-15T01:10:46,1763169045.846828,   816440613.37,4191.379555,63116,24808,osion,2.953873e+02,2.290750e+01,-1.483996e+02,3.295158e+01,1.404234e+02,2,37.039747,0.067345,550,-1.893607e+00,0.164311,SCP
2025-11-15T01:10:49,1763169048.846822,   816440616.37,4194.379555,63116,24808,osion,2.939567e+02,2.291194e+01,-1.483440e+02,3.277600e+01,1.406057e+02,2,37.039747,0.067345,550,-2.105955e+00,0.164311,SCP
2025-11-15T01:10:54,1763169053.846811,   816440621.37,4199.379555,63116,24808,osion,2.915939e+02,2.291944e+01,-1.482519e+02,3.248296e+01,1.409104e+02,2,37.039747,0.067345,550,-2.182859e+00,0.164311,SCP
2025-11-15T01:11:00,1763169059.846799,   816440627.37,4205.379555,63116,24808,osion,2.887944e+02,2.292833e+01,-1.481421e+02,3.213067e+01,1.412763e+02,2,37.039747,0.067345,550,-2.358449e+00,0.164311,SCP
2025-11-15T01:11:12,1763169071.846774,   816440639.37,4217.379555,63116,24808,osion,2.833132e+02,2.294611e+01,-1.479250e+02,3.142396e+01,1.420105e+02,2,185.254347,0.336826,550,-2.307355e+00,0.073471,SCP
2025-11-15T01:11:27,1763169086.846743,   816440654.37,4232.379555,63116,24808,osion,2.766847e+02,2.296806e+01,-1.476581e+02,3.053673e+01,1.429311e+02,2,37.039747,0.067345,550,-3.868698e+00,0.164311,SCP
2025-11-15T01:11:45,1763169104.846705,   816440672.37,4250.379555,63116,24808,osion,2.690612e+02,2.299389e+01,-1.473440e+02,2.946658e+01,1.440394e+02,2,37.039747,0.067345,550,-4.851299e+00,0.164311,SCP
2025-11-15T01:12:11,1763169130.846652,   816440698.37,4276.379555,63116,24808,osion,2.586955e+02,2.303028e+01,-1.469017e+02,2.791073e+01,1.456463e+02,2,37.039747,0.067345,550,-5.262944e+00,0.164311,SCP
2025-11-15T01:12:17,1763169136.846638,   816440704.37,4282.379555,63116,24808,osion,2.564131e+02,2.303861e+01,-1.468015e+02,2.755007e+01,1.460186e+02,2,37.039747,0.067345,550,-4.939000e+00,0.164311,SCP
2025-11-15T01:12:20,1763169139.846632,   816440707.37,4285.379555,63116,24808,osion,2.552874e+02,2.304278e+01,-1.467516e+02,2.736952e+01,1.462050e+02,2,37.039747,0.067345,550,-4.943702e+00,0.164311,SCP
2025-11-15T01:12:31,1763169150.846610,   816440718.37,4296.379555,63116,24808,osion,2.512491e+02,2.305778e+01,-1.465701e+02,2.670625e+01,1.468881e+02,2,37.039747,0.067345,550,-4.897181e+00,0.164311,SCP
2025-11-15T01:12:34,1763169153.846603,   816440721.37,4299.379555,63116,24808,osion,2.501721e+02,2.306194e+01,-1.465209e+02,2.652503e+01,1.470752e+02,2,37.039747,0.067345,550,-4.988659e+00,0.164311,SCP
2025-11-15T01:12:43,1763169162.846585,   816440730.37,4308.379555,63116,24808,osion,2.470040e+02,2.307417e+01,-1.463744e+02,2.598052e+01,1.476358e+02,2,74.082613,0.134696,550,-4.880812e+00,0.116183,SCP
2025-11-15T01:12:46,1763169165.846578,   816440733.37,4311.379555,63116,24808,osion,2.459691e+02,2.307806e+01,-1.463259e+02,2.579874e+01,1.478218e+02,2,74.082613,0.134696,550,-4.864294e+00,0.116183,SCP
2025-11-15T01:12:49,1763169168.846571,   816440736.37,4314.379555,63116,24808,osion,2.449447e+02,2.308222e+01,-1.462775e+02,2.561683e+01,1.480097e+02,2,37.039747,0.067345,550,-4.907369e+00,0.164311,SCP
2025-11-15T01:12:55,1763169174.846559,   816440742.37,4320.379555,63116,24808,osion,2.429276e+02,2.309028e+01,-1.461812e+02,2.525260e+01,1.483842e+02,2,37.039747,0.067345,550,-5.394366e+00,0.164311,SCP
2025-11-15T01:13:03,1763169182.846543,   816440750.37,4328.379555,63116,24808,osion,2.403043e+02,2.310083e+01,-1.460537e+02,2.476615e+01,1.488832e+02,2,74.082613,0.134696,550,-5.182166e+00,0.116183,SCP
2025-11-15T01:13:06,1763169185.846537,   816440753.37,4331.379555,63116,24808,osion,2.393401e+02,2.310500e+01,-1.460062e+02,2.458349e+01,1.490718e+02,2,74.082613,0.134696,550,-4.923357e+00,0.116183,SCP
2025-11-15T01:13:09,1763169188.846530,   816440756.37,4334.379555,63116,24808,osion,2.383866e+02,2.310889e+01,-1.459588e+02,2.440071e+01,1.492589e+02,2,37.039747,0.067345,550,-4.913422e+00,0.164311,SCP
2025-11-15T01:13:12,1763169191.846524,   816440759.37,4337.379555,63116,24808,osion,2.374437e+02,2.311278e+01,-1.459115e+02,2.421780e+01,1.494461e+02,2,37.039747,0.067345,550,-4.924294e+00,0.164311,SCP
2025-11-15T01:13:18,1763169197.846512,   816440765.37,4343.379555,63116,24808,osion,2.355902e+02,2.312083e+01,-1.458174e+02,2.385160e+01,1.498226e+02,2,37.039747,0.067345,550,-4.781879e+00,0.164311,SCP
2025-11-15T01:13:27,1763169206.846493,   816440774.37,4352.379555,63116,24808,osion,2.328907e+02,2.313250e+01,-1.456772e+02,2.330140e+01,1.503857e+02,2,37.039747,0.067345,550,-4.062297e+00,0.164311,SCP
2025-11-15T01:13:44,1763169223.846395,   816440791.37,4369.379555,63116,24808,osion,2.280571e+02,2.315444e+01,-1.454156e+02,2.225925e+01,1.514515e+02,2,37.039747,0.067345,550,-1.420775e+00,0.164311,SCP
2025-11-15T01:13:50,1763169229.846453,   816440797.37,4375.379555,63116,24808,osion,2.264345e+02,2.316222e+01,-1.453243e+02,2.189057e+01,1.518287e+02,2,37.039747,0.067345,550,-1.855980e+00,0.164311,SCP
2025-11-15T01:14:05,1763169244.847414,   816440812.37,4390.379555,63116,24808,osion,2.225694e+02,2.318139e+01,-1.450980e+02,2.096700e+01,1.527714e+02,2,37.039747,0.067345,550,-2.516702e+00,0.164311,SCP
2025-11-15T01:14:08,1763169247.847407,   816440815.37,4393.379555,63116,24808,osion,2.218293e+02,2.318528e+01,-1.450531e+02,2.078198e+01,1.529606e+02,2,37.039747,0.067345,550,-2.341501e+00,0.164311,SCP
2025-11-15T01:14:11,1763169250.847401,   816440818.37,4396.379555,63116,24808,osion,2.211002e+02,2.318889e+01,-1.450083e+02,2.059685e+01,1.531481e+02,2,37.039747,0.067345,550,-2.272577e+00,0.164311,SCP
2025-11-15T01:14:13,1763169252.847397,   816440820.37,4398.379555,63116,24808,osion,2.206203e+02,2.319167e+01,-1.449785e+02,2.047338e+01,1.532755e+02,2,37.039747,0.067345,550,-2.278724e+00,0.164311,SCP
2025-11-15T01:14:37,1763169276.847348,   816440844.37,4422.379555,63116,24808,osion,2.152449e+02,2.322167e+01,-1.446248e+02,1.898841e+01,1.547853e+02,2,37.039747,0.067345,550,-2.843360e+00,0.164311,SCP
2025-11-15T01:14:48,1763169287.847325,   816440855.37,4433.379555,63116,24808,osion,2.130191e+02,2.323528e+01,-1.444649e+02,1.830589e+01,1.554776e+02,2,74.082613,0.134696,550,-2.889775e+00,0.116183,SCP
2025-11-15T01:14:51,1763169290.847319,   816440858.37,4436.379555,63116,24808,osion,2.124381e+02,2.323889e+01,-1.444215e+02,1.811955e+01,1.556659e+02,2,74.082613,0.134696,550,-3.304560e+00,0.116183,SCP
2025-11-15T01:15:09,1763169308.847281,   816440876.37,4454.379555,63116,24808,osion,2.091878e+02,2.326111e+01,-1.441634e+02,1.699987e+01,1.567998e+02,2,74.082613,0.134696,550,-3.713084e+00,0.116183,SCP
2025-11-15T01:15:26,1763169325.847245,   816440893.37,4471.379555,63116,24808,osion,2.064902e+02,2.328167e+01,-1.439226e+02,1.593998e+01,1.578683e+02,2,37.039747,0.067345,550,-2.324920e+00,0.164311,SCP
2025-11-15T01:15:33,1763169332.847231,   816440900.37,4478.379555,63116,24808,osion,2.054850e+02,2.329000e+01,-1.438243e+02,1.550293e+01,1.583073e+02,2,37.039747,0.067345,550,-2.324365e+00,0.164311,SCP
2025-11-15T01:15:55,1763169354.847184,   816440922.37,4500.379555,63116,24808,osion,2.027279e+02,2.331639e+01,-1.435183e+02,1.412726e+01,1.596878e+02,2,74.082613,0.134696,550,-1.314595e+00,0.116183,SCP
2025-11-15T01:16:10,1763169369.847154,   816440937.37,4515.379555,63116,24808,osion,2.011991e+02,2.333417e+01,-1.433120e+02,1.318768e+01,1.606262e+02,2,37.039747,0.067345,550,-2.121480e+00,0.164311,SCP
2025-11-15T01:16:28,1763169387.847116,   816440955.37,4533.379555,63116,24808,osion,1.997418e+02,2.335556e+01,-1.430668e+02,1.205874e+01,1.617501e+02,2,74.082613,0.134696,550,-1.330395e+00,0.116183,SCP
2025-11-15T01:16:40,1763169399.847091,   816440967.37,4545.379555,63116,24808,osion,1.989993e+02,2.336944e+01,-1.429047e+02,1.130538e+01,1.624943e+02,2,37.039747,0.067345,550,-2.045908e+00,0.164311,SCP
2025-11-15T01:16:54,1763169413.847062,   816440981.37,4559.379555,63116,24808,osion,1.983651e+02,2.338583e+01,-1.427169e+02,1.042587e+01,1.633611e+02,2,111.195882,0.202174,550,-2.140425e+00,0.094832,SCP
2025-11-15T01:17:02,1763169421.847046,   816440989.37,4567.379555,63116,24808,osion,1.981151e+02,2.339500e+01,-1.426102e+02,9.923049e+00,1.638530e+02,2,37.039747,0.067345,550,-2.127736e+00,0.164311,SCP
2025-11-15T01:17:06,1763169425.847037,   816440993.37,4571.379555,63116,24808,osion,1.980207e+02,2.339972e+01,-1.425569e+02,9.671587e+00,1.640996e+02,2,74.082613,0.134696,550,-2.368640e+00,0.116183,SCP
2025-11-15T01:17:09,1763169428.847030,   816440996.37,4574.379555,63116,24808,osion,1.979633e+02,2.340333e+01,-1.425171e+02,9.482970e+00,1.642849e+02,2,37.039747,0.067345,550,-2.497023e+00,0.164311,SCP
2025-11-15T01:17:13,1763169432.847023,   816441000.37,4578.379555,63116,24808,osion,1.979048e+02,2.340778e+01,-1.424640e+02,9.231456e+00,1.645285e+02,2,74.082613,0.134696,550,-2.284985e+00,0.116183,SCP
2025-11-15T01:17:17,1763169436.847014,   816441004.37,4582.379555,63116,24808,osion,1.978666e+02,2.341250e+01,-1.424111e+02,8.979916e+00,1.647740e+02,2,111.195882,0.202174,550,-2.283573e+00,0.094832,SCP
2025-11-15T01:17:28,1763169447.846991,   816441015.37,4593.379555,63116,24808,osion,1.978672e+02,2.342500e+01,-1.422659e+02,8.288082e+00,1.654423e+02,2,37.039747,0.067345,550,-1.945475e+00,0.164311,SCP
2025-11-15T01:17:35,1763169454.846976,   816441022.37,4600.379555,63116,24808,osion,1.979481e+02,2.343306e+01,-1.421739e+02,7.847770e+00,1.658664e+02,2,37.039747,0.067345,550,-2.274821e+00,0.164311,SCP
2025-11-15T01:17:39,1763169458.846969,   816441026.37,4604.379555,63116,24808,osion,1.980225e+02,2.343778e+01,-1.421215e+02,7.596153e+00,1.661089e+02,2,37.039747,0.067345,550,-2.295688e+00,0.164311,SCP
2025-11-15T01:17:43,1763169462.846960,   816441030.37,4608.379555,63116,24808,osion,1.981173e+02,2.344222e+01,-1.420691e+02,7.344534e+00,1.663483e+02,2,37.039747,0.067345,550,-2.308080e+00,0.164311,SCP
2025-11-15T01:17:50,1763169469.846946,   816441037.37,4615.379555,63116,24808,osion,1.983325e+02,2.345028e+01,-1.419776e+02,6.904203e+00,1.667680e+02,2,74.082613,0.134696,550,-2.253857e+00,0.116183,SCP
2025-11-15T01:17:54,1763169473.846937,   816441041.37,4619.379555,63116,24808,osion,1.984835e+02,2.345472e+01,-1.419254e+02,6.652592e+00,1.670054e+02,2,74.082613,0.134696,550,-2.171509e+00,0.116183,SCP
2025-11-15T01:17:57,1763169476.846931,   816441044.37,4622.379555,63116,24808,osion,1.986102e+02,2.345833e+01,-1.418863e+02,6.463891e+00,1.671854e+02,2,37.039747,0.067345,550,-2.300515e+00,0.164311,SCP
2025-11-15T01:18:05,1763169484.846914,   816441052.37,4630.379555,63116,24808,osion,1.990043e+02,2.346722e+01,-1.417823e+02,5.960725e+00,1.676562e+02,2,37.039747,0.067345,550,-2.091787e+00,0.164311,SCP
2025-11-15T01:18:08,1763169487.846908,   816441055.37,4633.379555,63116,24808,osion,1.991732e+02,2.347083e+01,-1.417434e+02,5.772056e+00,1.678344e+02,2,37.039747,0.067345,550,-1.457174e+00,0.164311,SCP
2025-11-15T01:18:19,1763169498.846885,   816441066.37,4644.379555,63116,24808,osion,1.998906e+02,2.348333e+01,-1.416010e+02,5.080385e+00,1.684756e+02,2,74.082613,0.134696,550,-8.215109e-01,0.116183,SCP
2025-11-15T01:18:31,1763169510.846860,   816441078.37,4656.379555,63116,24808,osion,2.008492e+02,2.349667e+01,-1.414462e+02,4.326103e+00,1.691614e+02,2,37.039747,0.067345,550,-9.515439e-01,0.164311,SCP
2025-11-15T01:18:40,1763169519.846842,   816441087.37,4665.379555,63116,24808,osion,2.016885e+02,2.350694e+01,-1.413304e+02,3.760631e+00,1.696701e+02,2,37.039747,0.067345,550,-1.946764e+00,0.164311,SCP
2025-11-15T01:18:43,1763169522.846835,   816441090.37,4668.379555,63116,24808,osion,2.019911e+02,2.351028e+01,-1.412919e+02,3.572193e+00,1.698368e+02,2,37.039747,0.067345,550,-2.274412e+00,0.164311,SCP
2025-11-15T01:18:47,1763169526.846826,   816441094.37,4672.379555,63116,24808,osion,2.024125e+02,2.351472e+01,-1.412405e+02,3.320987e+00,1.700575e+02,2,74.082613,0.134696,550,-2.698886e+00,0.116183,SCP
2025-11-15T01:18:58,1763169537.846804,   816441105.37,4683.379555,63116,24808,osion,2.036759e+02,2.352722e+01,-1.410996e+02,2.630462e+00,1.706572e+02,2,148.205345,0.269464,550,-5.854538e+00,0.082143,SCP
2025-11-15T01:19:02,1763169541.846796,   816441109.37,4687.379555,63116,24808,osion,2.041734e+02,2.353167e+01,-1.410484e+02,2.379478e+00,1.708700e+02,2,74.082613,0.134696,550,-5.911107e+00,0.116183,SCP
2025-11-15T01:19:09,1763169548.846781,   816441116.37,4694.379555,63116,24808,osion,2.050928e+02,2.353944e+01,-1.409590e+02,1.940419e+00,1.712363e+02,2,37.039747,0.067345,550,-5.859714e+00,0.164311,SCP
2025-11-15T01:19:50,1763169589.846696,   816441157.37,4735.379555,63116,24808,osion,2.117192e+02,2.358528e+01,-1.404374e+02,-6.261598e-01,1.731700e+02,2,37.039747,0.067345,550,-1.133260e+00,0.164311,SCP
2025-11-15T01:20:01,1763169600.846672,   816441168.37,4746.379555,63116,24808,osion,2.138561e+02,2.359778e+01,-1.402979e+02,-1.312998e+00,1.736027e+02,2,37.039747,0.067345,550,-1.308197e+00,0.164311,SCP
2025-11-15T01:20:05,1763169604.846665,   816441172.37,4750.379555,63116,24808,osion,2.146706e+02,2.360222e+01,-1.402472e+02,-1.562545e+00,1.737459e+02,2,37.039747,0.067345,550,-1.882649e+00,0.164311,SCP
2025-11-15T01:20:09,1763169608.846656,   816441176.37,4754.379555,63116,24808,osion,2.155050e+02,2.360667e+01,-1.401965e+02,-1.811974e+00,1.738815e+02,2,74.082613,0.134696,550,-1.910870e+00,0.116183,SCP
2025-11-15T01:20:13,1763169612.846647,   816441180.37,4758.379555,63116,24808,osion,2.163594e+02,2.361111e+01,-1.401458e+02,-2.061281e+00,1.740090e+02,2,74.082613,0.134696,550,-1.588004e+00,0.116183,SCP
2025-11-15T01:20:16,1763169615.846642,   816441183.37,4761.379555,63116,24808,osion,2.170132e+02,2.361444e+01,-1.401079e+02,-2.248179e+00,1.740990e+02,2,111.195882,0.202174,550,-1.680406e+00,0.094832,SCP
2025-11-15T01:20:28,1763169627.846617,   816441195.37,4773.379555,63116,24808,osion,2.197400e+02,2.362778e+01,-1.399559e+02,-2.995047e+00,1.744065e+02,2,37.039747,0.067345,550,-1.916041e+00,0.164311,SCP
2025-11-15T01:20:31,1763169630.846610,   816441198.37,4776.379555,63116,24808,osion,2.204495e+02,2.363111e+01,-1.399180e+02,-3.181575e+00,1.744692e+02,2,37.039747,0.067345,550,-1.699471e+00,0.164311,SCP
2025-11-15T01:21:05,1763169664.846539,   816441232.37,4810.379555,63116,24808,osion,2.292644e+02,2.366889e+01,-1.394875e+02,-5.289792e+00,1.747193e+02,2,37.039747,0.067345,550,-1.886529e+00,0.164311,SCP
2025-11-15T01:21:12,1763169671.846525,   816441239.37,4817.379555,63116,24808,osion,2.312545e+02,2.367667e+01,-1.393988e+02,-5.722421e+00,1.746608e+02,2,74.082613,0.134696,550,-1.226841e+00,0.116183,SCP
2025-11-15T01:21:16,1763169675.846517,   816441243.37,4821.379555,63116,24808,osion,2.324184e+02,2.368139e+01,-1.393481e+02,-5.969404e+00,1.746147e+02,2,37.039747,0.067345,550,-1.192964e+00,0.164311,SCP
2025-11-15T01:21:23,1763169682.846502,   816441250.37,4828.379555,63116,24808,osion,2.345019e+02,2.368917e+01,-1.392593e+02,-6.401207e+00,1.745000e+02,2,74.082613,0.134696,550,-2.034041e+00,0.116183,SCP
2025-11-15T01:21:27,1763169686.846493,   816441254.37,4832.379555,63116,24808,osion,2.357190e+02,2.369361e+01,-1.392086e+02,-6.647709e+00,1.744195e+02,2,37.039747,0.067345,550,-2.358194e+00,0.164311,SCP
2025-11-15T01:21:34,1763169693.846479,   816441261.37,4839.379555,63116,24808,osion,2.378953e+02,2.370139e+01,-1.391197e+02,-7.078648e+00,1.742543e+02,2,37.039747,0.067345,550,-2.334771e+00,0.164311,SCP
2025-11-15T01:21:38,1763169697.846471,   816441265.37,4843.379555,63116,24808,osion,2.391653e+02,2.370583e+01,-1.390689e+02,-7.324645e+00,1.741468e+02,2,74.082613,0.134696,550,-2.615967e+00,0.116183,SCP
2025-11-15T01:21:41,1763169700.846465,   816441268.37,4846.379555,63116,24808,osion,2.401304e+02,2.370917e+01,-1.390308e+02,-7.509018e+00,1.740603e+02,2,111.195882,0.202174,550,-2.798786e+00,0.094832,SCP
2025-11-15T01:21:49,1763169708.846448,   816441276.37,4854.379555,63116,24808,osion,2.427564e+02,2.371806e+01,-1.389290e+02,-8.000153e+00,1.738072e+02,2,37.039747,0.067345,550,-6.236963e+00,0.164311,SCP
2025-11-15T01:21:58,1763169717.846429,   816441285.37,4863.379555,63116,24808,osion,2.458018e+02,2.372806e+01,-1.388144e+02,-8.551736e+00,1.734871e+02,2,74.082613,0.134696,550,-6.903491e+00,0.116183,SCP
2025-11-15T01:22:04,1763169723.846418,   816441291.37,4869.379555,63116,24808,osion,2.478854e+02,2.373500e+01,-1.387379e+02,-8.918890e+00,1.732581e+02,2,111.195882,0.202174,550,-3.622737e+00,0.094832,SCP
